GENE_NAME,UniProt_ID,PDB_ID,CHAIN,RESIDUE_RANGE
KDM4D,Q6B0I6,5PNH,A,1-342
KDM4D,Q6B0I6,5PNI,A,1-342
KDM4D,Q6B0I6,5PNJ,A,1-342
KDM4D,Q6B0I6,5PNK,A,1-342
KDM4D,Q6B0I6,5PNL,A,1-342
KDM4D,Q6B0I6,5PNM,A,1-342
KDM4D,Q6B0I6,5PNN,A,1-342
KDM4D,Q6B0I6,5PNO,A,1-342
KDM4D,Q6B0I6,5PNP,A,1-342
KDM4D,Q6B0I6,5PNQ,A,1-342
KDM4D,Q6B0I6,5PNR,A,1-342
KDM4D,Q6B0I6,5PNS,A,1-342
KDM4D,Q6B0I6,5PNU,A,1-342
KDM4D,Q6B0I6,5PNV,A,1-342
KDM4D,Q6B0I6,5PNW,A,1-342
KDM4D,Q6B0I6,6ETE,A,1-342
KDM4D,Q6B0I6,6ETG,A,1-342
KDM4D,Q6B0I6,6ETS,A,1-341
KDM4D,Q6B0I6,6ETT,A,1-342
KDM4D,Q6B0I6,6ETU,A,1-342
KDM4D,Q6B0I6,6ETV,A,1-342
KDM4D,Q6B0I6,6ETW,A,1-342
KDM4D,Q6B0I6,6F5Q,A,1-342
KDM4D,Q6B0I6,6F5R,A,11-337
KDM4D,Q6B0I6,6F5S,A,1-342
KDM4D,Q6B0I6,6F5T,A,11-340
KDM4D,Q6B0I6,6H0W,A,1-342
KDM4D,Q6B0I6,6H0X,A,1-342
KDM4D,Q6B0I6,6H0Y,A,1-342
KDM4D,Q6B0I6,6H0Z,A,1-342
KDM4D,Q6B0I6,6H10,A,1-342
KDM4D,Q6B0I6,6H11,A,1-342
KDM4D,Q6B0I6,7DYG,A,11-340
KDM4D,Q6B0I6,7DYQ,A,11-340
KDM4D,Q6B0I6,8WUG,A,1-342
KDM4E,B2RXH2,2W2I,A/B/C,1-336
KDM5A,P29375,2JXJ,A,85-175
KDM5A,P29375,2KGG,A,1609-1659
KDM5A,P29375,2KGI,A,1609-1659
KDM5A,P29375,3GL6,A,1609-1659
KDM5A,P29375,5C11,A,1609-1659
KDM5A,P29375,5CEH,A,12-797
KDM5A,P29375,5E6H,A,"1-87, A=348-588"
KDM5A,P29375,5ISL,A,"1-87, A=348-588"
KDM5A,P29375,5IVB,A,"1-87, A=348-588"
KDM5A,P29375,5IVC,A,"1-87, A=348-588"
KDM5A,P29375,5IVE,A,"1-87, A=348-588"
KDM5A,P29375,5IVF,A,"1-87, A=348-588"
KDM5A,P29375,5IVJ,A,"1-87, A=348-588"
KDM5A,P29375,5IVV,A,"1-87, A=348-588"
KDM5A,P29375,5IVY,A,"1-87, A=348-588"
KDM5A,P29375,5IW0,A,"1-87, A=348-588"
KDM5A,P29375,5IWF,A,"1-87, A=348-588"
KDM5A,P29375,5K4L,A/B,12-797
KDM5A,P29375,5V9P,A,12-797
KDM5A,P29375,5V9T,A/B,12-797
KDM5A,P29375,6BGU,A,1-588
KDM5A,P29375,6BGV,A,1-588
KDM5A,P29375,6BGW,A,1-588
KDM5A,P29375,6BGX,A,1-588
KDM5A,P29375,6BGY,A,1-588
KDM5A,P29375,6BGZ,A,1-588
KDM5A,P29375,6BH0,A,1-588
KDM5A,P29375,6BH1,A,1-588
KDM5A,P29375,6BH2,A,1-588
KDM5A,P29375,6BH3,A,1-588
KDM5A,P29375,6BH4,A,1-588
KDM5A,P29375,6BH5,A,1-588
KDM5A,P29375,6DQ4,A,1-588
KDM5A,P29375,6DQ5,A,1-588
KDM5A,P29375,6DQ6,A,1-588
KDM5A,P29375,6DQ7,A,1-588
KDM5A,P29375,6DQ8,A,1-588
KDM5A,P29375,6DQ9,A,1-588
KDM5A,P29375,6DQA,A,1-588
KDM5A,P29375,6DQB,A,1-588
KDM5A,P29375,6DQC,A,1-588
KDM5A,P29375,6DQD,A,1-588
KDM5A,P29375,6DQE,A,1-588
KDM5A,P29375,6DQF,A,1-588
KDM5A,P29375,7KLO,A,287-344
KDM5A,P29375,7KLR,A,287-344
KDM5B,Q9UGL1,2MA5,A,1487-1544
KDM5B,Q9UGL1,2MNY,A,306-360
KDM5B,Q9UGL1,2MNZ,A,306-360
KDM5B,Q9UGL1,5A1F,A,26-770
KDM5B,Q9UGL1,5A3N,A,"26-101, A=374-772"
KDM5B,Q9UGL1,5A3P,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5A3T,A,"26-101, A=374-772"
KDM5B,Q9UGL1,5A3W,A,"26-101, A=374-772"
KDM5B,Q9UGL1,5FPL,A,"26-101, A=374-772"
KDM5B,Q9UGL1,5FPU,A,"26-101, A=374-772"
KDM5B,Q9UGL1,5FUN,A,"26-101, A=374-772"
KDM5B,Q9UGL1,5FUP,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FV3,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FY4,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FY5,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FY9,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FYB,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FYS,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FYT,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FYU,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FYV,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FYY,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FYZ,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZ0,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZ1,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZ3,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZ4,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZ6,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZ7,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZ8,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZ9,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZA,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZB,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZC,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZD,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZE,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZF,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZG,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZH,A,"26-101, A=374-442, A=444-770"
KDM5B,Q9UGL1,5FZI,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZK,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZL,A,"26-101, A=374-770"
KDM5B,Q9UGL1,5FZM,A,"26-101, A=376-770"
KDM5B,Q9UGL1,5LW9,A,"26-99, A=374-772"
KDM5B,Q9UGL1,5LWB,A,"26-101, A=374-772"
KDM5B,Q9UGL1,6EIN,A,"26-101, A=374-772"
KDM5B,Q9UGL1,6EIU,A,"26-100, A=374-754"
KDM5B,Q9UGL1,6EIY,A,"26-100, A=374-754"
KDM5B,Q9UGL1,6EJ0,A,"26-98, A=375-754"
KDM5B,Q9UGL1,6EJ1,A,"26-98, A=375-754"
KDM5B,Q9UGL1,6EK6,A,347-754
KDM5B,Q9UGL1,6H4Z,A,"26-101, A=374-772"
KDM5B,Q9UGL1,6H50,A,"26-101, A=374-772"
KDM5B,Q9UGL1,6H51,A,"26-101, A=374-772"
KDM5B,Q9UGL1,6H52,A,"26-101, A=374-772"
KDM5B,Q9UGL1,6RBI,A,"26-101, A=374-772"
KDM5C,P41229,2JRZ,A,73-188
KDM5C,P41229,5FWJ,A/B,"8-83, A/B=384-772"
KDM5D,Q9BY66,2E6R,A,306-384
KDM5D,Q9BY66,2YQE,A,79-171
KDM6A,O15550,3AVR,A,880-1401
KDM6A,O15550,3AVS,A,880-1401
KDM6A,O15550,6FUK,A,877-1401
KDM6A,O15550,6FUL,A,877-1401
KDM6B,O15054,2XUE,A/B,1141-1643
KDM6B,O15054,2XXZ,A/B,1176-1505
KDM6B,O15054,4ASK,A/B,1141-1643
KDM6B,O15054,5FP3,A/B,1141-1643
KDM6B,O15054,5OY3,A,1141-1643
KDM6B,O15054,6F6D,A,1141-1643
KDM7A,Q6ZMT4,3KV5,A/D,1-488
KDM7A,Q6ZMT4,3KV6,A/D,1-488
KDM7A,Q6ZMT4,3KV9,A,92-488
KDM7A,Q6ZMT4,3KVA,A,92-488
KDM7A,Q6ZMT4,3KVB,A,92-488
KDM7A,Q6ZMT4,3U78,A,92-488
KDM8,Q8N371,3UYJ,A/B,173-416
KDM8,Q8N371,4AAP,A/B,180-416
KDM8,Q8N371,4GAZ,A/B,176-416
KDM8,Q8N371,4GJY,A,183-416
KDM8,Q8N371,4GJZ,A,183-416
KDM8,Q8N371,4QU1,A,183-416
KDM8,Q8N371,5FBJ,A,183-416
KDM8,Q8N371,6AVS,A,183-416
KDM8,Q8N371,6AX3,A,184-416
KDM8,Q8N371,6F4M,A,183-416
KDM8,Q8N371,6F4N,A/B,153-416
KDM8,Q8N371,6F4O,A,183-416
KDM8,Q8N371,6F4P,A,183-416
KDM8,Q8N371,6F4Q,A,183-416
KDM8,Q8N371,6F4R,A,183-416
KDM8,Q8N371,6F4S,A,183-416
KDM8,Q8N371,6F4T,A,183-416
KDM8,Q8N371,6I9L,A,183-416
KDM8,Q8N371,6I9M,A,183-416
KDM8,Q8N371,6I9N,A,183-416
KDM8,Q8N371,7DYT,A,183-416
KDM8,Q8N371,7DYU,A,183-416
KDM8,Q8N371,7DYV,A,183-416
KDM8,Q8N371,7DYW,A,183-416
KDM8,Q8N371,7DYX,A,183-416
KDM8,Q8N371,7UQ3,A,183-416
KHK,P50053,2HLZ,A/B/C/D,5-298
KHK,P50053,2HQQ,A,1-298
KHK,P50053,2HW1,A,1-298
KHK,P50053,3B3L,A/B/C/D,1-298
KHK,P50053,3NBV,A/B,5-298
KHK,P50053,3NBW,A/B,5-298
KHK,P50053,3NC2,A/B,5-298
KHK,P50053,3NC9,A/B,5-298
KHK,P50053,3NCA,A/B,5-298
KHK,P50053,3Q92,A/B,5-298
KHK,P50053,3QA2,A/B,5-298
KHK,P50053,3QAI,A/B,5-298
KHK,P50053,3RO4,A/B,5-298
KHK,P50053,5WBM,A/B,5-298
KHK,P50053,5WBO,A/B,5-298
KHK,P50053,5WBP,A/B,5-298
KHK,P50053,5WBQ,A/B,5-298
KHK,P50053,5WBR,A/B,5-298
KHK,P50053,5WBZ,A/B,5-298
KHK,P50053,6UL7,A,1-298
KHK,P50053,6W0N,A/B,5-298
KHK,P50053,6W0W,A/B,5-298
KHK,P50053,6W0X,A/B,5-298
KHK,P50053,6W0Y,A/B,5-298
KHK,P50053,6W0Z,A/B,5-298
KHK,P50053,8OME,A/B/C/D,1-298
KHK,P50053,8OMF,A/B,5-298
KHK,P50053,8OMJ,A/B,5-298
KHK,P50053,8OMK,A/B,5-298
KHK,P50053,8UG1,A/B,5-298
KHK,P50053,8UG3,A/B,5-298
KHK,P50053,9FHD,A/B,5-298
KHK,P50053,9FHE,A/B,5-298
KIAA0391,O15091,4ROU,A/B,274-583
KIAA0391,O15091,4XGL,A,207-583
KIAA0391,O15091,4XGM,A,207-583
KIAA0391,O15091,7ONU,E,46-583
KIAA0391,O15091,8CBK,E,51-583
KIAA0754,Q9UPN3,4Z6G,A,74-421
KIAA0754,Q9UPN3,5VE9,A/B,"7024-7108, C=7118-7191"
KIAA0754,Q9UPN3,5X57,A,7113-7193
KIT,P10721,1PKG,A/B,549-935
KIT,P10721,1T45,A,"547-693, A=754-935"
KIT,P10721,1T46,A,"565-693, A=754-935"
KIT,P10721,2E9W,A/B,26-514
KIT,P10721,2EC8,A,1-519
KIT,P10721,2IUH,B,718-728
KIT,P10721,2VIF,P,564-574
KIT,P10721,3G0E,A,"544-693, A=754-935"
KIT,P10721,3G0F,A/B,"544-693, A/B=754-935"
KIT,P10721,4HVS,A,551-934
KIT,P10721,4K94,C,308-518
KIT,P10721,4K9E,C,308-518
KIT,P10721,4PGZ,A/B/C,308-518
KIT,P10721,4U0I,A,"563-693, A=754-935"
KIT,P10721,6GQJ,A/B,551-933
KIT,P10721,6GQK,A/B,"551-687, A/B=771-934"
KIT,P10721,6GQL,A/B,551-934
KIT,P10721,6GQM,A/B,551-934
KIT,P10721,6HH1,A,"565-702, A=802-929"
KIT,P10721,6ITT,A/B,"547-693, A/B=754-935"
KIT,P10721,6ITV,A,"547-693, A=754-935"
KIT,P10721,6KLA,A,"547-693, A=754-935"
KIT,P10721,6MOB,A,"566-693, A=754-935"
KIT,P10721,6XV9,A/B,"551-687, A/B=766-934"
KIT,P10721,6XVA,A/B,"551-687, A/B=766-934"
KIT,P10721,6XVB,A/B,"551-687, A/B=766-934"
KIT,P10721,7KHG,A,545-934
KIT,P10721,7KHJ,A/B,545-934
KIT,P10721,7KHK,A/B,545-934
KIT,P10721,7ZW8,A,551-935
KIT,P10721,7ZY6,A,551-935
KIT,P10721,8DFM,A/B,32-976
KIT,P10721,8DFP,A/B,32-976
KIT,P10721,8DFQ,A/B,32-976
KIT,P10721,8PQ9,A/C,"551-687, A/C=766-934"
KIT,P10721,8PQA,A/C,"551-687, A/C=766-934"
KIT,P10721,8PQB,A,"551-687, A=766-934"
KIT,P10721,8PQC,A/B,"551-687, A/B=766-934"
KIT,P10721,8PQD,A/B,"551-687, A/B=766-934"
KIT,P10721,8PQE,A/B,"551-687, A/B=766-934"
KIT,P10721,8PQF,A/C,"551-687, A/C=766-934"
KIT,P10721,8PQG,A/C,"551-687, A/C=766-934"
KLK4,Q9Y5K2,2BDG,A/B,31-253
KLK4,Q9Y5K2,2BDH,A/B/C/D,31-253
KLK4,Q9Y5K2,2BDI,A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P,31-253
KLK4,Q9Y5K2,4K1E,A,31-253
KLK4,Q9Y5K2,4K8Y,A,31-253
KLK4,Q9Y5K2,4KEL,A,31-253
KLK4,Q9Y5K2,4KGA,A/B,31-253
KLK4,Q9Y5K2,6KBR,A,1-254
KLK4,Q9Y5K2,6NVB,A/B/C/D,31-254
KLK4,Q9Y5K2,6O21,A,31-253
KLK4,Q9Y5K2,7JOD,E,31-253
KLK4,Q9Y5K2,7JOE,E,31-253
KLK4,Q9Y5K2,7JOS,A/C/E/G/I/K/M,31-253
KLK4,Q9Y5K2,7JOW,E,31-253
KLK4,Q9Y5K2,7JQK,E,31-253
KLK4,Q9Y5K2,7JQN,E,31-253
KLK4,Q9Y5K2,7JQO,E,31-253
KLK4,Q9Y5K2,7JQV,E,31-253
KMO,O15229,5X68,A/B,1-374
KMT2A,Q03164,2AGH,C,2840-2869
KMT2A,Q03164,2J2S,A,1143-1214
KMT2A,Q03164,2JYI,A,1147-1203
KMT2A,Q03164,2KKF,A,1147-1203
KMT2A,Q03164,2KU7,A,1585-1628
KMT2A,Q03164,2KYU,A,1564-1628
KMT2A,Q03164,2LXS,B,2840-2858
KMT2A,Q03164,2LXT,B,2840-2858
KMT2A,Q03164,2MSR,A,140-160
KMT2A,Q03164,2MTN,A,110-160
KMT2A,Q03164,2W5Y,A,3785-3969
KMT2A,Q03164,2W5Z,A,3785-3969
KMT2A,Q03164,3EG6,C,3762-3773
KMT2A,Q03164,3EMH,B,3764-3776
KMT2A,Q03164,3LQH,A,1566-1784
KMT2A,Q03164,3LQI,A/B/C,1566-1784
KMT2A,Q03164,3LQJ,A/B,1566-1784
KMT2A,Q03164,3P4F,C,3761-3770
KMT2A,Q03164,3U85,B,6-25
KMT2A,Q03164,3U88,M/N,103-153
KMT2A,Q03164,4ESG,C/D,3755-3771
KMT2A,Q03164,4GQ6,B,6-15
KMT2A,Q03164,4NW3,A,1147-1204
KMT2A,Q03164,5F5E,A,3813-3969
KMT2A,Q03164,5F6L,A,3813-3969
KMT2A,Q03164,5SVH,B,2839-2869
KMT2A,Q03164,6EMQ,A,111-160
KMT2A,Q03164,6KIU,K,3754-3969
KMT2A,Q03164,6KIV,K,3754-3969
KMT2A,Q03164,6KIX,K,3754-3969
KMT2A,Q03164,6KIZ,K,3754-3969
KMT2A,Q03164,6PWV,C,3762-3969
KMT2A,Q03164,6PWW,C,3762-3969
KMT2A,Q03164,6U9K,A/B,3813-3969
KMT2A,Q03164,6U9M,A/B,3813-3969
KMT2A,Q03164,6U9N,A/B,3813-3969
KMT2A,Q03164,6U9R,A/B,3813-3969
KMT2A,Q03164,6W5I,C,3762-3969
KMT2A,Q03164,6W5M,C,3762-3969
KMT2A,Q03164,6W5N,C,3762-3969
KMT2A,Q03164,7MBM,C,3762-3969
KMT2A,Q03164,7MBN,C,3762-3969
KMT2A,Q03164,7RZD,C,747-755
KMT2A,Q03164,7RZJ,E,747-755
KMT2A,Q03164,7S79,E,747-755
KMT2A,Q03164,7S7D,E,747-755
KMT2A,Q03164,7S8A,C,747-755
KMT2A,Q03164,7S8E,E,747-755
KMT2A,Q03164,7S8F,C,747-755
KMT2A,Q03164,7U5V,A,3811-3969
KMT2A,Q03164,7W67,C,3813-3969
KMT2A,Q03164,7W6A,C,3813-3969
KMT2A,Q03164,7W6I,C,3813-3969
KMT2A,Q03164,7W6J,C,3813-3969
KMT2A,Q03164,7ZEY,B,1564-1627
KMT2A,Q03164,7ZEZ,B,1564-1627
KMT2B,Q9UMN6,3UVM,B,2508-2517
KMT2B,Q9UMN6,4ERZ,D/E/F,2504-2517
KMT2B,Q9UMN6,4PZI,A,955-1020
KMT2B,Q9UMN6,7BRE,B/E,2551-2715
KMT2C,Q8NEZ4,2YSM,A,342-439
KMT2C,Q8NEZ4,2YUK,A,1631-1713
KMT2C,Q8NEZ4,3UVL,B,4707-4717
KMT2C,Q8NEZ4,4ERY,D,4703-4716
KMT2C,Q8NEZ4,5F59,A,4757-4910
KMT2C,Q8NEZ4,5F6K,C/E,4757-4911
KMT2C,Q8NEZ4,6KIW,K,4707-4911
KMT2C,Q8NEZ4,6MLC,A/B/C/D,1055-1144
KMT2C,Q8NEZ4,7W6L,C/E,4757-4911
KMT2D,O14686,3UVK,B,5337-5347
KMT2D,O14686,4ERQ,D/E/F,5333-5346
KMT2D,O14686,4Z4P,A,5382-5536
KMT2D,O14686,6O7G,B,1503-1562
KMT2D,O14686,8U2Y,B,1503-1562
KMT2D,O14686,9ATN,A,227-322
KMT2E,Q8IZD2,2LV9,A,109-188
KMT2E,Q8IZD2,4L58,A,117-181
KMT2E,Q8IZD2,5HT6,A/B,323-458
KMT5B,Q4FZB7,3S8P,A/B,63-335
KMT5B,Q4FZB7,5CPR,B,69-335
KMT5B,Q4FZB7,5WBV,A/B,63-335
KMT5B,Q4FZB7,7YRD,K,62-363
KMT5B,Q4FZB7,7YRG,K/L,62-363
KMT5B,Q4FZB7,8JHF,K,1-361
KMT5B,Q4FZB7,8JHG,K,1-361
KMT5B,Q4FZB7,8T68,A,62-335
KMT5B,Q4FZB7,8T9F,K,1-392
KMT5B,Q4FZB7,8T9H,K,2-392
KMT5C,Q86Y97,3RQ4,A,2-248
KSR1,Q8IVT5,5VYK,A/C,27-172
KSR1,Q8IVT5,7JUW,B,591-899
KSR1,Q8IVT5,7JUX,A,591-899
KSR1,Q8IVT5,7JUY,B,591-899
KSR1,Q8IVT5,7JUZ,A,591-899
KSR1,Q8IVT5,7JV0,A,591-899
KSR1,Q8IVT5,7JV1,D,591-899
KSR1,Q8IVT5,9AXH,C/D,601-882
KYNU,Q16719,2HZP,A,1-465
KYNU,Q16719,3E9K,A,1-465
KYNU,Q16719,7S3V,A/B,1-465
LACTB2,Q53H82,4AD9,A/B/C/D/E/F,1-288
LALBA,P00709,1A4V,A,20-142
LALBA,P00709,1B9O,A,20-142
LALBA,P00709,1CB3,A,120-130
LALBA,P00709,1HML,A,1-142
LALBA,P00709,3B0I,A,20-142
LALBA,P00709,3B0O,A/B,21-142
LALBA,P00709,4L41,A/B,19-142
LANCL1,O43813,3E6U,A/B/C/D,1-399
LANCL1,O43813,3E73,A/B,1-399
LANCL1,O43813,8CZK,A/B,1-399
LANCL1,O43813,8CZL,A/B,1-399
LANCL1,O43813,8D0V,A/B,1-399
LANCL1,O43813,8D19,A/B,1-399
LARS,Q9P2J5,2WFD,A/B,260-509
LARS,Q9P2J5,6KID,A,1-1176
LARS,Q9P2J5,6KIE,A,1-1061
LARS,Q9P2J5,6KQY,A,1-1176
LARS,Q9P2J5,6KR7,A,1-1176
LARS,Q9P2J5,6LPF,A/B,1-1070
LARS,Q9P2J5,6LR6,A/B,1-1070
LCMT1,Q9UIC8,3IEI,A/B/C/D/E/F/G/H,1-334
LCMT1,Q9UIC8,3O7W,A,"23-232, A=259-334"
LCMT1,Q9UIC8,3P71,T,1-334
LCN2,P80188,1DFV,A/B,21-197
LCN2,P80188,1L6M,A/B/C,21-198
LCN2,P80188,1NGL,A,21-198
LCN2,P80188,1QQS,A,24-197
LCN2,P80188,1X71,A/B/C,21-198
LCN2,P80188,1X89,A/B/C,21-198
LCN2,P80188,1X8U,A/B/C,21-198
LCN2,P80188,3BY0,A/B/C,1-198
LCN2,P80188,3CBC,A/B/C,1-198
LCN2,P80188,3CMP,A/B/C,1-198
LCN2,P80188,3DSZ,A/B,21-198
LCN2,P80188,3DTQ,A/B/C,21-198
LCN2,P80188,3FW4,A/B/C,21-198
LCN2,P80188,3FW5,A/B/C,21-198
LCN2,P80188,3HWD,A/B/C,1-198
LCN2,P80188,3HWE,A/B/C,1-198
LCN2,P80188,3HWF,A/B/C,1-198
LCN2,P80188,3HWG,A/B/C,1-198
LCN2,P80188,3I0A,A/B/C,1-198
LCN2,P80188,3K3L,A/B/C,21-198
LCN2,P80188,3PEC,A/B/C,21-198
LCN2,P80188,3PED,A/B/C,21-198
LCN2,P80188,3T1D,A/B/C,1-198
LCN2,P80188,3TF6,A/B/C,21-198
LCN2,P80188,3TZS,A/B/C,21-198
LCN2,P80188,3U0D,A/B/C/D,1-198
LCN2,P80188,4GH7,A/C,21-198
LCN2,P80188,4IAW,A/B/C,21-198
LCN2,P80188,4IAX,A,21-198
LCN2,P80188,4K19,A/B/C,21-198
LCN2,P80188,4MVI,A,21-198
LCN2,P80188,4MVK,A,21-198
LCN2,P80188,4MVL,A/B/C/D,21-198
LCN2,P80188,4QAE,A/B/C/D/E/F,21-198
LCN2,P80188,4ZFX,A/B/C,21-198
LCN2,P80188,4ZHC,A/B/C,21-198
LCN2,P80188,4ZHD,A/B/C,21-198
LCN2,P80188,4ZHF,A/B/C/D/E/F,21-198
LCN2,P80188,4ZHG,A/B/C/D/E/F,21-198
LCN2,P80188,4ZHH,A/B/C/D/E/F,21-198
LCN2,P80188,5JR8,A/B,21-198
LCN2,P80188,5KHP,A/B/C,21-198
LCN2,P80188,5KIC,A/B/C,21-198
LCN2,P80188,5KID,A/B/C,21-198
LCN2,P80188,5MHH,A,21-198
LCN2,P80188,5N47,A/C/E,21-198
LCN2,P80188,5N48,A/C,21-198
LCN2,P80188,5NKN,A,25-198
LCN2,P80188,6GQZ,A/B,25-198
LCN2,P80188,6GR0,A/B/C,25-198
LCN2,P80188,6O5D,A/B/C,25-198
LCN2,P80188,6QMU,A/B,21-198
LCN2,P80188,6S8V,A/C,21-198
LCN2,P80188,6SUA,A/C,21-198
LCN2,P80188,6Z2C,A/B/C,21-198
LCN2,P80188,6Z6Z,A,21-198
LCN2,P80188,8UYN,A/B/C,21-198
LCN2,P80188,8UZ9,A/B/C,21-198
LCP1,P13796,2D85,A,517-627
LCP1,P13796,5JOJ,A,1-97
LCP1,P13796,5JOL,A,1-82
LCP1,P13796,6VEC,a/b/c/d/e/f/g/h/i/j/k,238-627
LDHA,P00338,1I10,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,4AJP,A/B/C/D,2-332
LDHA,P00338,4JNK,A/B/C/D,2-332
LDHA,P00338,4L4R,A/H,2-332
LDHA,P00338,4L4S,A/H,2-332
LDHA,P00338,4M49,A/B/C/D,2-332
LDHA,P00338,4OJN,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,4OKN,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,4QO7,A/B/C/D,2-332
LDHA,P00338,4QO8,A/B/C/D,2-332
LDHA,P00338,4QSM,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,4QT0,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,4R68,A/B/C/D,2-332
LDHA,P00338,4R69,A/B/C/D,2-332
LDHA,P00338,4RLS,A/B/C/D,2-332
LDHA,P00338,4ZVV,A/B/C/D,1-332
LDHA,P00338,5IXS,A/B/C/D,2-332
LDHA,P00338,5IXY,A/B/C/D,2-332
LDHA,P00338,5W8H,A/B/C/D,1-332
LDHA,P00338,5W8I,A/B/C/D,1-332
LDHA,P00338,5W8J,A/B/C/D,1-332
LDHA,P00338,5W8K,A/B/C/D,1-332
LDHA,P00338,5W8L,A/B/C/D,1-332
LDHA,P00338,5ZJD,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,5ZJE,A/B/C/D/E/F/G/H/I/J/K/L,2-332
LDHA,P00338,5ZJF,A/B/C/D/E/F/G/H/I/J/K/L,2-332
LDHA,P00338,6BAD,A/B/C/D,2-332
LDHA,P00338,6BAG,A/B/C/D,2-332
LDHA,P00338,6BAX,A/B/C/D,2-332
LDHA,P00338,6BAZ,A/B/C/D,2-332
LDHA,P00338,6BB0,A/B/C/D,2-332
LDHA,P00338,6BB1,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,6BB2,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,6BB3,A/B/C/D,2-332
LDHA,P00338,6MV8,A/B/C/D,1-332
LDHA,P00338,6MVA,A/B/C/D,1-332
LDHA,P00338,6Q0D,A/B/C/D/E/F,1-332
LDHA,P00338,6Q13,A/B/C/D,1-332
LDHA,P00338,6SBU,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,6SBV,A/B/C/D/E/F/G/H,2-332
LDHA,P00338,6ZZR,AAA/BBB/CCC/DDD/EEE/FFF/GGG/HHH,2-332
LDHA,P00338,7M2N,A/B/C/D,1-332
LDHA,P00338,8FW6,A/B,1-332
LDHA,P00338,9BK2,A/B/C/D,2-332
LDHA,P00338,9BK3,A/B/C/D,2-332
LDHB,P07195,1I0Z,A/B,2-334
LDHB,P07195,1T2F,A/B/C/D,2-332
LDHB,P07195,7DBJ,A/B/C/D,2-334
LDHB,P07195,7DBK,A/B/C/D/E/F/G/H,2-334
LDHB,P07195,8QDE,A/B/C/D,21-334
LDHC,P07864,7EPM,A/B,2-332
LETM1,O95202,9BA1,A,643-699
LGALS9,O00182,2EAK,A/B/C,1-148
LGALS9,O00182,2EAL,A/B,1-148
LGALS9,O00182,2YY1,A,1-147
LGALS9,O00182,2ZHK,A/B,1-148
LGALS9,O00182,2ZHL,A/B/C/D,1-148
LGALS9,O00182,2ZHM,A/B/C/D,1-148
LGALS9,O00182,2ZHN,A,1-148
LGALS9,O00182,3LSD,A,6-148
LGALS9,O00182,3LSE,A,6-148
LGALS9,O00182,3NV1,A,218-355
LGALS9,O00182,3NV2,A,218-355
LGALS9,O00182,3NV3,A,218-355
LGALS9,O00182,3NV4,A,218-355
LGALS9,O00182,3WLU,A/B/C/D,5-148
LGALS9,O00182,3WV6,A/B,1-355
LHPP,Q9H008,2X4D,A/B,1-270
LIG1,P18858,1X9N,A,233-919
LIG1,P18858,5YY9,C/D,118-130
LIG1,P18858,6P09,A,262-904
LIG1,P18858,6P0A,A,262-904
LIG1,P18858,6P0B,A,262-904
LIG1,P18858,6P0C,A,262-904
LIG1,P18858,6P0D,A,262-904
LIG1,P18858,6P0E,A,262-904
LIG1,P18858,6Q1V,A,262-904
